# mapping_set_id: https://w3id.org/monarch-initiative/rare-disease-identification/mappings/mondo_icd10cm_exactmatch_mendelian
# mapping_set_title: MONDO to ICD-10-CM exact matches recovered from Mendelian's first-pass worksheet
# mapping_set_version: '2026-09-17'
# mapping_set_description: 'ICD-10-CM codes that name a rare disease outright, for Mondo classes that carry no ICD-10-CM mapping at all. Every subject was checked against Mondo releases/2026-09-01: none of them has an existing exactmatch, closematch, narrowmatch, broadmatch, relatedmatch or hasdbxref row to ICD-10-CM in the published SSSOM releases. Every object code and label was resolved from the NLM Clinical Tables ICD-10-CM API (FY2026); labels in the source worksheet were not trusted. Nine of these fifteen were independently proposed by an automated lexical and LLM pipeline over the same disease list and reviewed at full confidence (mappings/rdi_novel_icd10cm_reviewed.sssom.tsv); the worksheet and that pipeline agree on all nine.'
# comment: 'Derived from ''Mendelian''s First Pass ICD-10 Priorities - Mar 2026'' (XLSX), a hand-built worksheet of 75 ICD-10-CM codes selected as EHR ascertainment handles, each annotated with the Mondo disease it stands for and marked ''Specific disease'' or ''Cluster''. The worksheet does not pin a Mondo version. Reconciliation against Mondo releases/2026-09-01 and ICD-10-CM FY2026, and the per-row comments, are ours. Patient counts quoted in comments are the worksheet''s own, from UNC Health via TriNetX, rounded to the nearest 10: single-site, and a signal rather than a prevalence estimate. NATURE OF THIS SET: proposals for curator review, not curated assertions. See background/mendelian-icd10-first-pass-interpretation.md and background/mendelian-xlsx-gap-analysis.html in monarch-initiative/rare-disease-identification.'
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_provider: https://github.com/monarch-initiative/rare-disease-identification
# mapping_tool: rdi-mendelian-worksheet-reconciliation
# mapping_date: '2026-09-17'
# subject_source: infores:mondo
# subject_source_version: releases/2026-09-01
# object_source: infores:icd10cm
# object_source_version: FY2026
# subject_type: owl class
# object_type: owl class
# curie_map:
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   biolink: https://w3id.org/biolink/vocab/
#   infores: https://w3id.org/information-resource-registry/
#   maprule: https://w3id.org/mondo/mapping-rules/
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
subject_id	subject_label	subject_category	predicate_id	object_id	object_label	object_category	mapping_justification	subject_type	object_type	subject_match_field	object_match_field	match_string	subject_preprocessing	mapping_date	mapping_tool	confidence	curation_rule_text	grouping_basis	comment	issue_tracker_item
MONDO:0017623	PTEN hamartoma tumor syndrome	biolink:Disease	skos:exactMatch	ICD10CM:Q85.81	PTEN hamartoma tumor syndrome	biolink:Disease	semapv:LexicalMatching	owl class	owl class	rdfs:label	rdfs:label	pten hamartoma tumor syndrome	semapv:Lowercasing|semapv:RegularExpressionReplacement	2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:PR-001 same real-world concept | maprule:EV-004 match after declared lexical transformation		Worksheet targets Q85.8. Label-identical. Note that ICD-10-CM also files Bannayan-Riley-Ruvalcaba, a PTEN hamartoma subtype, at E71.440 under carnitine deficiency; Mondo already carries that one on MONDO:0007924.	
MONDO:0018037	hyper-IgE syndrome	biolink:Disease	skos:exactMatch	ICD10CM:D82.4	Hyperimmunoglobulin E [IgE] syndrome	biolink:Disease	semapv:LexicalMatching	owl class	owl class	oboInOwl:hasExactSynonym	rdfs:label	hyperimmunoglobulin e syndrome	semapv:Lowercasing|semapv:RegularExpressionReplacement	2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:PR-001 same real-world concept | maprule:EV-004 match after declared lexical transformation		Worksheet targets D82.4. Matches the Mondo exact synonym after removing the bracketed gloss. The worksheet reaches the same code and calls it a specific disease.	
MONDO:0018544	adrenoleukodystrophy	biolink:Disease	skos:exactMatch	ICD10CM:E71.52	X-linked adrenoleukodystrophy	biolink:Disease	semapv:CompositeMatching	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.85	maprule:PR-001 same real-world concept | maprule:EV-012 adjudicated over retrieved candidates		Worksheet targets E71.3. Subcategory match. MONDO:0018544 spans exactly the X-linked forms (X-linked cerebral ALD, adrenomyeloneuropathy, isolated adrenal insufficiency) and E71.52 subdivides into the same set, with neonatal ALD sitting outside both at E71.511. The worksheet targets E71.3, which is where WHO ICD-10 files ALD; ICD-10-CM does not, so that query returns no ALD patients. E71.52 is a non-billable subcategory and its label was taken from the tabular list, not from the billable-code API, so it is worth one manual check.	
MONDO:0019391	Fanconi anemia	biolink:Disease	skos:exactMatch	ICD10CM:D61.03	Fanconi anemia	biolink:Disease	semapv:LexicalMatching	owl class	owl class	rdfs:label	rdfs:label	fanconi anemia	semapv:Lowercasing|semapv:RegularExpressionReplacement	2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:PR-001 same real-world concept | maprule:EV-004 match after declared lexical transformation		Worksheet targets D61.0. Label-identical. The worksheet targets the D61.0 category, which also contains Diamond-Blackfan and Shwachman-Diamond.	
MONDO:0019501	Usher syndrome	biolink:Disease	skos:exactMatch	ICD10CM:Q99.81	Usher syndrome	biolink:Disease	semapv:CompositeMatching	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.85	maprule:PR-001 same real-world concept | maprule:EV-012 adjudicated over retrieved candidates		Worksheet targets H35.5. Subcategory match: Q99.81 subdivides into Usher types 1, 2, 3, other and unspecified and contains nothing else, matching the Mondo grouping exactly. The worksheet targets H35.5 hereditary retinal dystrophy, which misses the dedicated codes entirely. Q99.81 is a non-billable subcategory and its label was taken from the tabular list, so it is worth one manual check.	
MONDO:0008684	Wolf-Hirschhorn syndrome	biolink:Disease	skos:exactMatch	ICD10CM:Q93.3	Deletion of short arm of chromosome 4	biolink:Disease	semapv:CompositeMatching	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:PR-001 same real-world concept | maprule:EV-012 adjudicated over retrieved candidates		Worksheet targets Q93. 4p deletion is the defining lesion, so the two are coextensive despite unrelated labels; the same pattern as cri-du-chat at Q93.4. The worksheet targets the Q93 category, which ICD-10-CM subdivides and which is therefore not assignable.	
MONDO:0019259	classic phenylketonuria	biolink:Disease	skos:exactMatch	ICD10CM:E70.0	Classical phenylketonuria	biolink:Disease	semapv:LexicalMatching	owl class	owl class	rdfs:label	rdfs:label	classical phenylketonuria	semapv:Lowercasing|semapv:RegularExpressionReplacement	2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:PR-001 same real-world concept | maprule:EV-004 match after declared lexical transformation		Worksheet targets E70 (for MONDO:0009861 phenylketonuria). Label-identical. The worksheet attaches E70 to MONDO:0009861 phenylketonuria, which is the Mondo group spanning classic, mild, maternal and BH4-responsive forms; E70.0 is exactly the classic form, so the mapping belongs one level down. MONDO:0009861 then reaches E70.0 through its Mondo child, which is the direction a value set can safely follow. MONDO:0019259 is not on our prioritised list.	
MONDO:0018116	galactosemia	biolink:Disease	skos:exactMatch	ICD10CM:E74.21	Galactosemia	biolink:Disease	semapv:LexicalMatching	owl class	owl class	rdfs:label	rdfs:label	galactosemia	semapv:Lowercasing|semapv:RegularExpressionReplacement	2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:PR-001 same real-world concept | maprule:EV-004 match after declared lexical transformation		Worksheet targets E74.2 (for MONDO:0009258 classic galactosemia). Label-identical. The worksheet attaches E74.2 to classic galactosemia; E74.21 is the galactosemia group, so the exact mapping belongs on the Mondo group term and classic galactosemia relates to it as a subtype.	
MONDO:0015483	mandibulofacial dysostosis	biolink:Disease	skos:exactMatch	ICD10CM:Q75.4	Mandibulofacial dysostosis	biolink:Disease	semapv:LexicalMatching	owl class	owl class	rdfs:label	rdfs:label	mandibulofacial dysostosis	semapv:Lowercasing|semapv:RegularExpressionReplacement	2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:PR-001 same real-world concept | maprule:EV-004 match after declared lexical transformation		Worksheet targets Q75.4 (for MONDO:0002457 Treacher-Collins syndrome). Label-identical. The worksheet attaches Q75.4 to Treacher-Collins, which is a subtype; Q75.4 is the dysostosis group and is the Mondo parent of Treacher-Collins, so the exact mapping belongs there. MONDO:0015483 is not on our prioritised list.	
MONDO:0016669	sickle cell-hemoglobin c disease syndrome	biolink:Disease	skos:exactMatch	ICD10CM:D57.2	Sickle-cell/Hb-C disease	biolink:Disease	semapv:LexicalMatching	owl class	owl class	rdfs:label	rdfs:label	sickle cell hemoglobin c disease	semapv:Lowercasing|semapv:RegularExpressionReplacement	2026-09-17	rdi-mendelian-worksheet-reconciliation	0.95	maprule:PR-001 same real-world concept | maprule:EV-004 match after declared lexical transformation		Worksheet targets D57 (for MONDO:0011382 sickle cell disease). CORRECTION. Mondo currently asserts D57.2 as an exactMatch on MONDO:0011382 sickle cell disease, but D57.2 is Hb-SC disease specifically, which is this term, a Mondo child of it. The misplaced mapping is why a value set built for sickle cell disease returns only the seven D57.2 leaves and misses Hb-SS disease entirely. SSSOM cannot express a retraction, so the existing mapping needs a Mondo ticket alongside this row. MONDO:0016669 is not on our prioritised list.	
MONDO:0016668	sickle cell-beta-thalassemia disease syndrome	biolink:Disease	skos:exactMatch	ICD10CM:D57.4	Sickle-cell thalassemia	biolink:Disease	semapv:LexicalMatching	owl class	owl class	rdfs:label	rdfs:label	sickle cell thalassemia	semapv:Lowercasing|semapv:RegularExpressionReplacement	2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:PR-001 same real-world concept | maprule:EV-004 match after declared lexical transformation		Worksheet targets D57 (for MONDO:0011382 sickle cell disease). Note that MONDO:0016668 is not currently an is_a descendant of MONDO:0011382 sickle cell disease in Mondo, its parents being syndromic disease and inherited hemoglobinopathy. That is worth a Mondo ticket of its own; until it is fixed a value set for sickle cell disease cannot reach D57.4 through the hierarchy, which is why the companion set also asserts D57.4 directly as a narrow match. MONDO:0016668 is not on our prioritised list.	
