# mapping_set_id: https://w3id.org/monarch-initiative/rare-disease-identification/mappings/mondo_icd10cm_grouping_mendelian
# mapping_set_title: MONDO to ICD-10-CM broad and narrow matches recovered from Mendelian's first-pass worksheet
# mapping_set_version: '2026-09-17'
# mapping_set_description: 'Non-exact ICD-10-CM mappings for rare diseases the classification does not name. Each broadMatch subject was searched in ICD-10-CM under its Mondo label and every exact synonym with no result, so no exact mapping is available and the grouping rubric is the only truthful target. The narrowMatch rows are the converse case: ICD-10-CM subdivides the disease without offering a code for the whole. This set exists because Mondo carries 79 broadMatch mappings to ICD-10-CM against 2,038 exactMatch, which leaves every disease in this file invisible to any value set derived from Mondo. The non-standard `grouping_basis` column records why each broad mapping is defensible: `subsumption` where the ICD rubric is a genuine superclass, `icd_index` where ICD''s own inclusion terms assign the disease to the code, and `residual_bucket` where the rubric is an ''other specified'' wastebasket and the row records where a coder puts the patient rather than what the code means. Only the first two are class relationships; the four `residual_bucket` rows are ascertainment heuristics and a curator may reasonably decline them. These mappings are deliberately lossy and must stay separable from exact ones: pulling a patient cohort on one of these codes pulls a population far larger than the disease.'
# comment: 'Derived from ''Mendelian''s First Pass ICD-10 Priorities - Mar 2026'' (XLSX), a hand-built worksheet of 75 ICD-10-CM codes selected as EHR ascertainment handles, each annotated with the Mondo disease it stands for and marked ''Specific disease'' or ''Cluster''. The worksheet does not pin a Mondo version. Reconciliation against Mondo releases/2026-09-01 and ICD-10-CM FY2026, and the per-row comments, are ours. Patient counts quoted in comments are the worksheet''s own, from UNC Health via TriNetX, rounded to the nearest 10: single-site, and a signal rather than a prevalence estimate. NATURE OF THIS SET: proposals for curator review, not curated assertions. See background/mendelian-icd10-first-pass-interpretation.md and background/mendelian-xlsx-gap-analysis.html in monarch-initiative/rare-disease-identification.'
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_provider: https://github.com/monarch-initiative/rare-disease-identification
# mapping_tool: rdi-mendelian-worksheet-reconciliation
# mapping_date: '2026-09-17'
# subject_source: infores:mondo
# subject_source_version: releases/2026-09-01
# object_source: infores:icd10cm
# object_source_version: FY2026
# subject_type: owl class
# object_type: owl class
# curie_map:
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   biolink: https://w3id.org/biolink/vocab/
#   infores: https://w3id.org/information-resource-registry/
#   maprule: https://w3id.org/mondo/mapping-rules/
#   oboInOwl: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
subject_id	subject_label	subject_category	predicate_id	object_id	object_label	object_category	mapping_justification	subject_type	object_type	subject_match_field	object_match_field	match_string	subject_preprocessing	mapping_date	mapping_tool	confidence	curation_rule_text	grouping_basis	comment	issue_tracker_item
MONDO:0008763	Alstrom syndrome	biolink:Disease	skos:broadMatch	ICD10CM:E34.8	Other specified endocrine disorders	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	residual_bucket	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. A wastebasket rubric. Alstrom is a ciliopathy with endocrine consequences rather than a kind of endocrine disorder, so this records where a coder puts the patient, not what the code means. The worksheet counts 1,530 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0018570	hypophosphatasia	biolink:Disease	skos:broadMatch	ICD10CM:E83.39	Other disorders of phosphorus metabolism	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. Subsumption runs through the E83.3 category, 'Disorders of phosphorus metabolism and phosphatases', which is a true superclass of an alkaline phosphatase deficiency; E83.39 is the assignable residual child once familial hypophosphatemia (E83.31) and vitamin D-dependent rickets (E83.32) are carved out. The worksheet targets E83.3, which ICD-10-CM subdivides and which is therefore not assignable. The worksheet counts 34,750 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0011776	CINCA syndrome	biolink:Disease	skos:broadMatch	ICD10CM:M04.2	Cryopyrin-associated periodic syndromes	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. CORRECTION to the worksheet, which targets E85 Amyloidosis. CINCA carries the Mondo exact synonym 'cryopyrin-associated periodic syndrome 3' and M04.2 is its rubric; E85 is an artefact of WHO ICD-10 filing the periodic fevers under amyloidosis because of the AA amyloidosis complication. Querying E85 for CINCA patients is querying the complication, not the disease.	
MONDO:0010421	Bruton-type agammaglobulinemia	biolink:Disease	skos:broadMatch	ICD10CM:D80.0	Hereditary hypogammaglobulinemia	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	icd_index	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. ICD-10 lists X-linked agammaglobulinemia [Bruton] as an inclusion term under D80.0, so the classification itself assigns it here, and the rubric is narrow enough to be a high-yield cohort. Inclusion terms are not exposed by the NLM API and were read from the tabular list; worth one manual check. The worksheet counts 140 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0015696	Good syndrome	biolink:Disease	skos:broadMatch	ICD10CM:D81.89	Other combined immunodeficiencies	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. Subsumption runs through the D81 category: Good syndrome is a combined immunodeficiency. D81.89 is the assignable residual child. The worksheet targets D81.8, which ICD-10-CM subdivides and which is therefore not assignable. The worksheet counts 240 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0015626	Charcot-Marie-Tooth disease	biolink:Disease	skos:broadMatch	ICD10CM:G60.0	Hereditary motor and sensory neuropathy	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	icd_index	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. Hereditary motor and sensory neuropathy is the historical name for the CMT group and ICD-10 lists Charcot-Marie-Tooth disease as an inclusion term under G60.0, so this is close to exact; it stays broad because the rubric also covers Dejerine-Sottas and Refsum disease. Inclusion terms were read from the tabular list; worth one manual check. The worksheet counts 2,180 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0015263	Brugada syndrome	biolink:Disease	skos:broadMatch	ICD10CM:I49.8	Other specified cardiac arrhythmias	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	icd_index	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. ICD-10-CM lists Brugada syndrome as an inclusion term under I49.8, so the classification assigns it here, but the rubric is an unsubdivided catch-all carrying 63,930 patients at one site. Retrieval only: this cannot be a case definition without an ECG or genetic filter. Inclusion terms were read from the tabular list; worth one manual check. The worksheet counts 63,930 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0019266	SAPHO syndrome	biolink:Disease	skos:broadMatch	ICD10CM:M86.3	Chronic multifocal osteomyelitis	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. The osteitis component of SAPHO is chronic recurrent multifocal osteomyelitis, which M86.3 names, so the rubric subsumes the bone disease; it does not capture the synovitis, acne or pustulosis. M86.3 subdivides by anatomical site only, so the category is the right level for a value set. The worksheet counts 1,080 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0016486	beta-thalassemia major	biolink:Disease	skos:broadMatch	ICD10CM:D56.1	Beta thalassemia	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. D56.1 is a leaf covering beta thalassemia major and intermedia together, so it is a true superclass of the major form and cannot isolate it. The exact mapping arguably belongs on a Mondo beta-thalassemia grouping term; MONDO:0013517 'beta-thalassemia HBB/LCRB' is the nearest candidate and is a Mondo-side question. The worksheet counts 990 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0019623	hereditary angioedema	biolink:Disease	skos:broadMatch	ICD10CM:D84.1	Defects in the complement system	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. C1-inhibitor deficiency is a complement regulatory defect, so the rubric is a true superclass; ICD-10-CM has no hereditary angioedema code. The worksheet counts 980 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0008753	alkaptonuria	biolink:Disease	skos:broadMatch	ICD10CM:E70.29	Other disorders of tyrosine metabolism	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. Subsumption runs through E70.2 'Disorders of tyrosine metabolism', a true superclass of alkaptonuria; E70.29 is the assignable residual child once tyrosinemia (E70.21) is carved out. The worksheet targets E70, which is not assignable and which it shares with phenylketonuria. The worksheet counts 1,010 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0009258	classic galactosemia	biolink:Disease	skos:broadMatch	ICD10CM:E74.21	Galactosemia	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. E74.21 is the galactosemia group, a true superclass of the classic form. The exact mapping for E74.21 is proposed on MONDO:0018116 galactosemia in the companion exact set, so a value set built for the group picks it up directly and the classic subtype correctly gets nothing of its own. The worksheet counts 280 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0010679	Duchenne muscular dystrophy	biolink:Disease	skos:broadMatch	ICD10CM:G71.01	Duchenne or Becker muscular dystrophy	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. The code names Duchenne and Becker together and cannot separate them, so it is a true superclass of either. Better than the worksheet's G71.0, which also carries facioscapulohumeral and every limb-girdle dystrophy. The worksheet counts 1,680 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0002457	Treacher-Collins syndrome	biolink:Disease	skos:broadMatch	ICD10CM:Q75.4	Mandibulofacial dysostosis	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. Q75.4 is the dysostosis group and is Treacher-Collins' Mondo parent. The exact mapping is proposed on MONDO:0015483 mandibulofacial dysostosis in the companion exact set. The worksheet counts 70 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0019353	Stargardt disease	biolink:Disease	skos:broadMatch	ICD10CM:H35.54	Dystrophies primarily involving the retinal pigment epithelium	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	residual_bucket	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. ICD-10-CM has no Stargardt code. H35.54 is the closest rubric but H35.53 'Other dystrophies primarily involving the sensory retina' is a plausible alternative and a coder should settle which; the worksheet targets the whole H35.5 category. Retrieval only. The worksheet counts 2,280 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0018875	Li-Fraumeni syndrome	biolink:Disease	skos:broadMatch	ICD10CM:Z15.09	Genetic susceptibility to other malignant neoplasm	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	residual_bucket	ICD-10-CM has no code for this disease; searching it for the Mondo label and every exact synonym returns nothing. ICD-10-CM has no Li-Fraumeni code, and Z15 is a susceptibility flag rather than a diagnosis, so this is not a disease mapping in any ordinary sense. The worksheet targets the whole Z15 category, whose 15,220 patients are dominated by Z15.01 BRCA breast-cancer susceptibility. Retrieval only, and weak retrieval at that. The worksheet counts 15,220 patients on the code it targets at one US site, so this is a retrieval net and not a case definition.	
MONDO:0010619	X-linked dominant hypophosphatemic rickets	biolink:Disease	skos:broadMatch	ICD10CM:E83.31	Familial hypophosphatemia	biolink:Disease	semapv:ManualMappingCuration	owl class	owl class					2026-09-17	rdi-mendelian-worksheet-reconciliation	0.9	maprule:SC-004 target coarser than subject | maprule:PR-003 object is a superclass	subsumption	Worksheet targets E83.3. The worksheet targets the whole E83.3 rubric, whose 34,750 patients are dominated by routine phosphate abnormalities. E83.31 is the ICD rubric for the hereditary hypophosphatemic rickets group specifically, so it is the tighter true broad match; it still spans ADHR, ARHR1, HHRH and XLH, so it is not an exact match.	
