# curie_map:
#   ICD10CM: http://purl.bioontology.org/ontology/ICD10CM/
#   MONDO: http://purl.obolibrary.org/obo/MONDO_
#   infores: https://w3id.org/information-resource-registry/
#   owl: http://www.w3.org/2002/07/owl#
#   rdfs: http://www.w3.org/2000/01/rdf-schema#
#   semapv: https://w3id.org/semapv/vocab/
#   skos: http://www.w3.org/2004/02/skos/core#
#   sssom: https://w3id.org/sssom/
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_set_id: https://w3id.org/monarch-initiative/rare-disease-identification/mappings/mondo_icd10cm_exactmatch
# mapping_set_version: 2026-09-12
# mapping_set_title: Prioritised rare disease list, MONDO to ICD-10-CM exact matches
# subject_source: infores:mondo
# object_source: infores:icd10cm
# comment: Exact matches only. Rows with object_id sssom:NoTermFound record a searched-and-not-found decision, not an absence of effort. semapv:CompositeMatching rows were adjudicated by an LLM over lexically retrieved candidates and carry the reason in `comment`; they are proposals for human review, not curated assertions.
subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	confidence	subject_preprocessing	match_string	object_match_field	subject_type	object_type	comment
MONDO:0000188	GLUT1 deficiency syndrome	skos:exactMatch	ICD10CM:E74.810	Glucose transporter protein type 1 deficiency	semapv:CompositeMatching	claude-opus-5	0.9500	agentic_review			owl class	owl class	E74.810 'Glucose transporter protein type 1 deficiency' is the same disease as GLUT1 deficiency syndrome, differing only in expanded versus abbreviated naming.
MONDO:0000437	cerebellar ataxia	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate G11.1 'Early-onset cerebellar ataxia' is an age-restricted subtype and G32.81 'Cerebellar ataxia in diseases classified elsewhere' is a manifestation code; neither denotes cerebellar ataxia as such.
MONDO:0000447	autosomal dominant polycystic liver disease	skos:exactMatch	ICD10CM:Q44.6	Cystic disease of liver	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0000456	cerebral creatine deficiency syndrome	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The candidate list contains only nutritional-deficiency anemias and HIV; the nearest, D53.8 'Other specified nutritional anemias', shares only the word 'deficiency' and has nothing to do with cerebral creatine deficiency.
MONDO:0000820	cerebral cavernous malformation	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate Q28.3 'Other malformations of cerebral vessels' is a residual 'other' bucket also covering venous and other cerebrovascular malformations, not specifically cavernous malformation.
MONDO:0000909	Bartter disease type 4B	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	"E26.81 ""Bartter's syndrome"" is the undivided rubric for all Bartter types, so it is broader than the type 4B subtype named by the Mondo term."
MONDO:0000913	hereditary spherocytosis type 2	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	D58.0 'Hereditary spherocytosis' covers all molecular forms of the disease, whereas the Mondo term is the SPTB-defined type 2 subtype.
MONDO:0000914	cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	skos:exactMatch	ICD10CM:I67.850	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy	semapv:LexicalMatching	rdi-lexmatch	0.9800		CADASIL	oio:hasExactSynonym	owl class	owl class	Lexical tier raw_exact on the Mondo synonym.
MONDO:0001029	Klippel-Feil syndrome	skos:exactMatch	ICD10CM:Q76.1	Klippel-Feil syndrome	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0001117	methemoglobinemia	skos:exactMatch	ICD10CM:D74	Methemoglobinemia	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0001220	hypoparathyroidism	skos:exactMatch	ICD10CM:E20	Hypoparathyroidism	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0001347	facioscapulohumeral muscular dystrophy	skos:exactMatch	ICD10CM:G71.02	Facioscapulohumeral muscular dystrophy	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0001422	primary aldosteronism	skos:exactMatch	ICD10CM:E26.01	Conn's syndrome	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0001586	mucopolysaccharidosis type 1	skos:exactMatch	ICD10CM:E76.0	Mucopolysaccharidosis, type I	semapv:CompositeMatching	claude-opus-5	0.9500	agentic_review			owl class	owl class	E76.0 'Mucopolysaccharidosis, type I' denotes the same disease as mucopolysaccharidosis type 1 (alpha-L-iduronidase deficiency); only Roman versus Arabic numbering differs.
MONDO:0001676	erythropoietic protoporphyria	skos:exactMatch	ICD10CM:E80.0	Hereditary erythropoietic porphyria	semapv:LexicalMatching	rdi-lexmatch	1.0000	base_normalization	erythropoietic protoporphyria	oio:hasExactSynonym	owl class	owl class	Lexical tier normalized on the Mondo label.
MONDO:0001705	pure red-cell aplasia	skos:exactMatch	ICD10CM:D60	Acquired pure red cell aplasia [erythroblastopenia]	semapv:LexicalMatching	rdi-lexmatch	0.9310	base_normalization|comma_inversion	acquired pure red cell aplasia	rdfs:label	owl class	owl class	Lexical tier surgery on the Mondo synonym.
MONDO:0001707	cardiac sarcoidosis	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate D86 'Sarcoidosis' is the whole-disease rubric covering all organs, and the offered organ-specific children are lung and lymph node; no cardiac sarcoidosis code is present.
MONDO:0001734	tuberous sclerosis	skos:exactMatch	ICD10CM:Q85.1	Tuberous sclerosis	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0001901	selective IgG subclass deficiency	skos:exactMatch	ICD10CM:D80.3	Selective deficiency of immunoglobulin G [IgG] subclasses	semapv:CompositeMatching	claude-opus-5	0.9000	agentic_review			owl class	owl class	D80.3 'Selective deficiency of immunoglobulin G [IgG] subclasses' denotes exactly selective IgG subclass deficiency.
MONDO:0001909	renal tubular acidosis	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate N25.89 'Other disorders resulting from impaired renal tubular function' is a residual rubric, and its parent N25 covers renal osteodystrophy and nephrogenic diabetes insipidus as well, so both are broader than renal tubular acidosis.
MONDO:0001956	capillary leak syndrome	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No candidate denotes systemic capillary leak syndrome; the closest by wording, D69.8 'Other specified hemorrhagic conditions', is a residual hemorrhagic-disorder bucket, not Clarkson disease.
MONDO:0001982	Niemann-Pick disease	skos:exactMatch	ICD10CM:E75.24	Niemann-Pick disease	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0001999	idiopathic pulmonary arterial hypertension	skos:exactMatch	ICD10CM:I27.0	Primary pulmonary hypertension	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0002012	methylmalonic acidemia	skos:exactMatch	ICD10CM:E71.120	Methylmalonic acidemia	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0002145	disorder of sexual differentiation	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate Q56 'Indeterminate sex and pseudohermaphroditism' covers only ambiguous-genitalia presentations, whereas disorders of sex development also include 46,XY and 46,XX conditions without genital ambiguity.
MONDO:0002412	disorder of glycogen metabolism	skos:exactMatch	ICD10CM:E74.0	Glycogen storage disease	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0002413	glycogen storage disease I	skos:exactMatch	ICD10CM:E74.01	von Gierke disease	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0002442	long QT syndrome	skos:exactMatch	ICD10CM:I45.81	Long QT syndrome	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0002474	primary hyperoxaluria	skos:exactMatch	ICD10CM:E72.53	Primary hyperoxaluria	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0002479	Sertoli-Leydig cell tumor	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No candidate concerns gonadal stromal tumours; the closest, D13.7 'Benign neoplasm of endocrine pancreas', shares only the notion of an endocrine neoplasm and is retrieval noise.
MONDO:0002629	bone osteosarcoma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidates C40/C41 are topographic rubrics for malignant neoplasm of bone and articular cartilage covering every histology (Ewing sarcoma, chondrosarcoma, etc.), not the osteosarcoma histology specifically.
MONDO:0002687	superior mesenteric artery syndrome	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate S35.22 'Injury of superior mesenteric artery' is a traumatic injury code sharing only the vessel name, not the duodenal compression syndrome.
MONDO:0003210	intrahepatic cholangiocarcinoma	skos:exactMatch	ICD10CM:C22.1	Intrahepatic bile duct carcinoma	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0003519	malignant syringoma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No candidate concerns adnexal skin tumours; the nearest offered codes are lip/oral-cavity malignancies and chapter-level neoplasm blocks, which share only the word 'malignant'.
MONDO:0003582	hereditary breast ovarian cancer syndrome	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No candidate denotes a hereditary cancer predisposition syndrome; the closest, Z17.421 'Hormone receptor negative with HER2 negative status', is a tumour-marker status code, not HBOC.
MONDO:0003655	cerebral lymphoma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate C83.390 'Primary central nervous system lymphoma' spans the whole CNS including spinal cord, leptomeninges and eye, so it is broader than lymphoma of the cerebrum.
MONDO:0003947	hyper-IgM syndrome	skos:exactMatch	ICD10CM:D80.5	Immunodeficiency with increased immunoglobulin M [IgM]	semapv:CompositeMatching	claude-opus-5	0.8500	agentic_review			owl class	owl class	D80.5 'Immunodeficiency with increased immunoglobulin M [IgM]' is the ICD rubric for hyper-IgM syndrome; the wording is descriptive rather than a different extension.
MONDO:0004691	autosomal dominant polycystic kidney disease	skos:exactMatch	ICD10CM:Q61.2	Polycystic kidney, adult type	semapv:CompositeMatching	claude-opus-5	0.8000	agentic_review			owl class	owl class	Q61.2 'Polycystic kidney, adult type' is the ICD rubric whose inclusion is autosomal dominant polycystic kidney disease; 'adult type' is ICD house naming for the same entity.
MONDO:0004737	homocystinuria	skos:exactMatch	ICD10CM:E72.11	Homocystinuria	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0004762	pelvic congestion syndrome	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate I86.2 'Pelvic varices' names the anatomical varicosity, not the chronic pelvic pain syndrome attributed to pelvic vein incompetence.
MONDO:0004952	Hodgkins lymphoma	skos:exactMatch	ICD10CM:C81	Hodgkin lymphoma	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0004976	amyotrophic lateral sclerosis	skos:exactMatch	ICD10CM:G12.21	Amyotrophic lateral sclerosis	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0004982	pancreatitis	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidates K85 'Acute pancreatitis' and K86.1 'Other chronic pancreatitis' are each a temporal subtype; no candidate denotes pancreatitis as a whole.
MONDO:0005021	dilated cardiomyopathy	skos:exactMatch	ICD10CM:I42.0	Dilated cardiomyopathy	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005029	essential thrombocythemia	skos:exactMatch	ICD10CM:D47.3	Essential (hemorrhagic) thrombocythemia	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005045	hypertrophic cardiomyopathy	skos:exactMatch	ICD10CM:I42.1	Obstructive hypertrophic cardiomyopathy	semapv:LexicalMatching	rdi-lexmatch	0.9800	base_normalization	obstructive hypertrophic cardiomyopathy	rdfs:label	owl class	owl class	Lexical tier normalized on the Mondo synonym.
MONDO:0005072	neuroblastoma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No candidate concerns neuroblastoma; the closest are lip and tongue malignancy rubrics plus the C00-C96 chapter block, which is far broader and not histology-specific.
MONDO:0005100	systemic sclerosis	skos:exactMatch	ICD10CM:M34	Systemic sclerosis [scleroderma]	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005116	Whipple disease	skos:exactMatch	ICD10CM:K90.81	Whipple's disease	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005133	endometriosis	skos:exactMatch	ICD10CM:N80	Endometriosis	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005148	type 2 diabetes mellitus	skos:exactMatch	ICD10CM:E11	Type 2 diabetes mellitus	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005152	hypopituitarism	skos:exactMatch	ICD10CM:E23.0	Hypopituitarism	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005181	progressive external ophthalmoplegia	skos:exactMatch	ICD10CM:H49.4	Progressive external ophthalmoplegia	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005207	choriocarcinoma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate C58 'Malignant neoplasm of placenta' is a topographic rubric covering all placental malignancies and excludes non-gestational choriocarcinoma of the gonads.
MONDO:0005212	rhabdomyosarcoma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No candidate denotes rhabdomyosarcoma; the closest offered codes are lip/tongue site rubrics and the C00-C96 malignant-neoplasm block, both of which share only the notion of malignancy.
MONDO:0005301	multiple sclerosis	skos:exactMatch	ICD10CM:G35	Multiple sclerosis	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005306	ankylosing spondylitis	skos:exactMatch	ICD10CM:M45	Ankylosing spondylitis	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005313	necrotizing enterocolitis	skos:exactMatch	ICD10CM:K55.3	Necrotizing enterocolitis	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005340	alopecia areata	skos:exactMatch	ICD10CM:L63	Alopecia areata	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005342	IgA glomerulonephritis	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No IgA nephropathy code is offered; the closest, E85.0 'Non-neuropathic heredofamilial amyloidosis' and the diabetic nephropathy codes, are different renal diseases sharing only the nephropathy token.
MONDO:0005357	Creutzfeldt Jacob disease	skos:exactMatch	ICD10CM:A81.0	Creutzfeldt-Jakob disease	semapv:CompositeMatching	claude-opus-5	0.8500	agentic_review			owl class	owl class	The residual sibling A81.09 is rejected, but the non-residual parent rubric A81.0 'Creutzfeldt-Jakob disease' is offered in the same list and its extension is exactly the CJD concept, subdivided only into unspecified (A81.00), variant (A81.01) and other (A81.09) forms; that is the same extension as the Mondo parent term for CJD, so the parent rubric, not the residual one, is the exact match.
MONDO:0005361	eosinophilic esophagitis	skos:exactMatch	ICD10CM:K20.0	Eosinophilic esophagitis	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005365	hearing loss disorder	skos:exactMatch	ICD10CM:H90	Conductive and sensorineural hearing loss	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005376	membranous glomerulonephritis	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	Every candidate is a combination code pairing membranous glomerulonephritis with a clinical syndrome (e.g. N04.2 'Nephrotic syndrome with diffuse membranous glomerulonephritis'), each narrower than the lesion itself.
MONDO:0005382	bone Paget disease	skos:exactMatch	ICD10CM:M88	Osteitis deformans [Paget's disease of bone]	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005387	primary ovarian failure	skos:exactMatch	ICD10CM:E28.3	Primary ovarian failure	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005388	primary biliary cholangitis	skos:exactMatch	ICD10CM:K74.3	Primary biliary cirrhosis	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005396	thoracic aortic aneurysm	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidates split the concept by rupture status - I71.1 ruptured and I71.2 without rupture - so each is narrower than thoracic aortic aneurysm, and I71 additionally covers aortic dissection and abdominal aneurysm.
MONDO:0005437	testicular dysgenesis syndrome	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate E29.1 'Testicular hypofunction' denotes androgen deficiency, not the developmental testicular dysgenesis syndrome with its cryptorchidism, hypospadias and germ cell tumour risk.
MONDO:0005439	familial hypercholesterolemia	skos:exactMatch	ICD10CM:E78.01	Familial hypercholesterolemia	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005453	congenital heart disease	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate Q24 'Other congenital malformations of heart' is a residual rubric whose extension is cardiac malformations not classifiable to Q20-Q23, so it excludes the great-vessel, septal and valve defects that congenital heart disease covers; Q21.9 and Q24.8 are likewise residual and narrower still, and no candidate has the extension of the whole congenital heart disease class.
MONDO:0005475	migraine with aura	skos:exactMatch	ICD10CM:G43.1	Migraine with aura	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005508	hereditary multiple osteochondromas	skos:exactMatch	ICD10CM:Q78.6	Multiple congenital exostoses	semapv:CompositeMatching	claude-opus-5	0.8000	agentic_review			owl class	owl class	Q78.6 'Multiple congenital exostoses' is the ICD rubric for hereditary multiple osteochondromas (multiple cartilaginous exostoses), the same disease under descriptive naming.
MONDO:0005620	cerebral amyloid angiopathy	skos:exactMatch	ICD10CM:I68.0	Cerebral amyloid angiopathy	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005780	hantavirus infectious disease	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The two hantavirus candidates A98.5 'Hemorrhagic fever with renal syndrome' and B33.4 'Hantavirus (cardio)-pulmonary syndrome' are each one clinical form, narrower than hantavirus infection in general.
MONDO:0005804	hyperprolactinemia	skos:exactMatch	ICD10CM:E22.1	Hyperprolactinemia	semapv:ManualMappingCuration	mondo	1.0				owl class	owl class	Asserted by Mondo's own ICD-10-CM exact-match release.
MONDO:0005835	Lynch syndrome	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No Lynch syndrome or mismatch-repair code is offered; the closest, G11.3 'Cerebellar ataxia with defective DNA repair', is a neurological disorder sharing only the DNA-repair concept.
MONDO:0005854	mixed connective tissue disease	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The only clinically relevant candidate, M35.1 'Other overlap syndromes', is a residual bucket whose extension is every connective-tissue overlap syndrome without its own code; mixed connective tissue disease is merely filed there as an inclusion term, so the rubric is strictly broader than the Mondo term and the remaining candidates are injury codes matching only on the word 'sharp'.
MONDO:0006033	diffuse intrinsic pontine glioma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No glioma code is offered; the closest, G37.2 'Central pontine myelinolysis', shares only the pontine location and is a demyelinating, not neoplastic, disease.
MONDO:0006058	Wilms tumor	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No nephroblastoma code is present; the closest, C49.A 'Gastrointestinal stromal tumor', is a different embryologic tumour entity and pure retrieval noise.
MONDO:0006065	lactose intolerance adult type	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate E73 'Lactose intolerance' is the parent covering congenital and secondary lactase deficiency as well, while E73.0 and E73.1 are the wrong subtypes for adult-type hypolactasia.
MONDO:0006076	adrenal gland neuroblastoma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate C74.1 'Malignant neoplasm of medulla of adrenal gland' is a topographic rubric covering pheochromocytoma and other medullary tumours, not the neuroblastoma histology specifically.
MONDO:0006087	appendix adenocarcinoma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate C18.1 'Malignant neoplasm of appendix' is site-based and covers all appendiceal malignancies, whereas the Mondo term is the adenocarcinoma histology.
MONDO:0006210	fibrolamellar hepatocellular carcinoma	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	The closest candidate C22.0 'Liver cell carcinoma' covers hepatocellular carcinoma of every variant, so it is broader than the fibrolamellar variant named.
MONDO:0006266	Leydig cell tumor	skos:exactMatch	sssom:NoTermFound		semapv:CompositeMatching	claude-opus-5	0.0				owl class	owl class	No sex cord-stromal tumour code is offered; the closest, D13.7 'Benign neoplasm of endocrine pancreas', is an unrelated endocrine neoplasm.
